name,subprogram,srb_num,test_method,export_test_method,combined_values,expected_value
SUT_Crypto_0080,AhsmGetRSAPriKeyFromDataP1,SRB_Crypto_078、SRB_Crypto_079,Fault_Injection_Test,Generation_Analysis_Of_Equivalence_Classes,"Crypto_Drv_PriParaCheck.RetVal[0]:0x33
AhsmGetRSAPriKeyFromDataP1.ucData:<<null>>
AhsmGetRSAPriKeyFromDataP1.rsa:<<null>>
AhsmGetRSAPriKeyFromDataP1.return:0x33
",return:0x33
SUT_Crypto_0081,AhsmGetRSAPriKeyFromDataP1,SRB_Crypto_078、SRB_Crypto_080、SRB_Crypto_081,Requirements_based_testing,Demand_Analysis,"AhsmGetTLVFromData.pnValueLen[0]:252
AhsmGetTLVFromData.return:0x0
AhsmGetOrderedTLVFromData.return:0x0
AhsmGetRSAPriKeyFromDataP1.ucData:<<malloc 1>>
AhsmGetRSAPriKeyFromDataP1.rsa:<<malloc 1>>
AhsmGetRSAPriKeyFromDataP1.return:0x0
",return:0x0
SUT_Crypto_0082,AhsmGetRSAPriKeyFromDataP1,SRB_Crypto_078、SRB_Crypto_080、SRB_Crypto_081,Requirements_based_testing,Demand_Analysis,"AhsmGetTLVFromData.pnValueLen[0]:124
AhsmGetTLVFromData.return:0x0
AhsmGetOrderedTLVFromData.return:0x0
AhsmGetRSAPriKeyFromDataP1.ucData:<<malloc 1>>
AhsmGetRSAPriKeyFromDataP1.rsa:<<malloc 1>>
AhsmGetRSAPriKeyFromDataP1.return:0x31
",return:0x31
SUT_Crypto_0083,AhsmGetRSAPriKeyFromDataP1,SRB_Crypto_078、SRB_Crypto_080、SRB_Crypto_081,Requirements_based_testing,Demand_Analysis,"AhsmGetTLVFromData.pnValueLen[0]:68
AhsmGetTLVFromData.return:0x0
AhsmGetOrderedTLVFromData.return:0x0
AhsmGetRSAPriKeyFromDataP1.ucData:<<malloc 1>>
AhsmGetRSAPriKeyFromDataP1.rsa:<<malloc 1>>
AhsmGetRSAPriKeyFromDataP1.return:0x0
",return:0x0
SUT_Crypto_0084,AhsmGetRSAPriKeyFromDataP1,SRB_Crypto_078、SRB_Crypto_080、SRB_Crypto_081,Requirements_based_testing,Demand_Analysis,"AhsmGetTLVFromData.pnValueLen[0]:32
AhsmGetTLVFromData.return:0x0
AhsmGetOrderedTLVFromData.return:0x0
AhsmGetRSAPriKeyFromDataP1.ucData:<<malloc 1>>
AhsmGetRSAPriKeyFromDataP1.rsa:<<malloc 1>>
AhsmGetRSAPriKeyFromDataP1.return:0x31
",return:0x31
SUT_Crypto_0085,AhsmGetRSAPriKeyFromDataP1,SRB_Crypto_078、SRB_Crypto_080、SRB_Crypto_081,Requirements_based_testing,Demand_Analysis,"AhsmGetTLVFromData.pnValueLen[0]:32
AhsmGetTLVFromData.return:0x33
AhsmGetOrderedTLVFromData.return:0x33
AhsmGetRSAPriKeyFromDataP1.ucData:<<malloc 1>>
AhsmGetRSAPriKeyFromDataP1.rsa:<<malloc 1>>
AhsmGetRSAPriKeyFromDataP1.return:0x31
",return:0x31
SUT_Crypto_0064,AhsmGetRSAPubKeyFromData,SRB_Crypto_062、SRB_Crypto_063,Fault_Injection_Test,Generation_Analysis_Of_Equivalence_Classes,"Crypto_Drv_PriParaCheck.RetVal[0]:0x33
AhsmGetRSAPubKeyFromData.ucData:<<null>>
AhsmGetRSAPubKeyFromData.ucN:<<null>>
AhsmGetRSAPubKeyFromData.pnNLen:<<null>>
AhsmGetRSAPubKeyFromData.ucE:<<null>>
AhsmGetRSAPubKeyFromData.pnELen:<<null>>
AhsmGetRSAPubKeyFromData.return:0x33
",return:0x33
SUT_Crypto_0065,AhsmGetRSAPubKeyFromData,SRB_Crypto_062、SRB_Crypto_064、SRB_Crypto_065,Requirements_based_testing,Demand_Analysis,"AhsmGetRSAPubKeyFromData.ucData:<<malloc 1>>
AhsmGetRSAPubKeyFromData.ucN:<<malloc 1>>
AhsmGetRSAPubKeyFromData.pnNLen:<<malloc 1>>
AhsmGetRSAPubKeyFromData.ucE:<<malloc 1>>
AhsmGetRSAPubKeyFromData.pnELen:<<malloc 1>>
AhsmGetRSAPubKeyFromData.return:0x31
",return:0x31
SUT_Crypto_0066,AhsmGetRSAPubKeyFromData,SRB_Crypto_062、SRB_Crypto_064、SRB_Crypto_065,Requirements_based_testing,Demand_Analysis,"AhsmGetTLVFromData.pnValueLen[0]:60
AhsmGetTLVFromData.return:0
AhsmGetOrderedTLVFromData.return:0
AhsmGetRSAPubKeyFromData.ucData:<<malloc 1>>
AhsmGetRSAPubKeyFromData.ucN:<<malloc 1>>
AhsmGetRSAPubKeyFromData.pnNLen:<<malloc 1>>
AhsmGetRSAPubKeyFromData.ucE:<<malloc 1>>
AhsmGetRSAPubKeyFromData.pnELen:<<malloc 1>>
AhsmGetRSAPubKeyFromData.return:0x31
",return:0x31
SUT_Crypto_0067,AhsmGetRSAPubKeyFromData,SRB_Crypto_062、SRB_Crypto_064、SRB_Crypto_065,Requirements_based_testing,Demand_Analysis,"AhsmGetTLVFromData.pnValueLen[0]:128
AhsmGetTLVFromData.return:0
AhsmGetOrderedTLVFromData.return:0
AhsmGetRSAPubKeyFromData.ucData:<<malloc 1>>
AhsmGetRSAPubKeyFromData.ucN:<<malloc 1>>
AhsmGetRSAPubKeyFromData.pnNLen:<<malloc 1>>
AhsmGetRSAPubKeyFromData.ucE:<<malloc 1>>
AhsmGetRSAPubKeyFromData.pnELen:<<malloc 1>>
AhsmGetRSAPubKeyFromData.return:0x31
AhsmMemSet.ucDst:""1""
AhsmMemSet.cCh:1
AhsmMemSet.nCount:1
AhsmMemCpy.ucDst:""1""
AhsmMemCpy.ucSrc:""1""
AhsmMemCpy.nCount:1
",return:0x31
SUT_Crypto_0068,AhsmGetRSAPubKeyFromData,SRB_Crypto_062、SRB_Crypto_064、SRB_Crypto_065,Requirements_based_testing,Demand_Analysis,"AhsmGetTLVFromData.pnValueLen[0]:252
AhsmGetTLVFromData.return:0
AhsmGetOrderedTLVFromData.return:0
AhsmGetRSAPubKeyFromData.ucData:<<malloc 1>>
AhsmGetRSAPubKeyFromData.ucN:<<malloc 1>>
AhsmGetRSAPubKeyFromData.pnNLen:<<malloc 1>>
AhsmGetRSAPubKeyFromData.ucE:<<malloc 1>>
AhsmGetRSAPubKeyFromData.pnELen:<<malloc 1>>
AhsmGetRSAPubKeyFromData.return:0x0
AhsmMemSet.ucDst:""1""
AhsmMemSet.cCh:1
AhsmMemSet.nCount:1
AhsmMemCpy.ucDst:""1""
AhsmMemCpy.ucSrc:""1""
AhsmMemCpy.nCount:1
",return:0x0
SUT_Crypto_0069,AhsmGetRSAPubKeyFromData,SRB_Crypto_062、SRB_Crypto_064、SRB_Crypto_065,Requirements_based_testing,Demand_Analysis,"AhsmGetTLVFromData.pnValueLen[0]:59
AhsmGetTLVFromData.return:0
AhsmGetOrderedTLVFromData.return:0
AhsmGetRSAPubKeyFromData.ucData:<<malloc 1>>
AhsmGetRSAPubKeyFromData.ucN:<<malloc 1>>
AhsmGetRSAPubKeyFromData.pnNLen:<<malloc 1>>
AhsmGetRSAPubKeyFromData.ucE:<<malloc 1>>
AhsmGetRSAPubKeyFromData.pnELen:<<malloc 1>>
AhsmGetRSAPubKeyFromData.return:0x31
",return:0x31
SUT_Crypto_0044,AhsmGetTLVFromData,SRB_Crypto_064,Fault_Injection_Test,Generation_Analysis_Of_Equivalence_Classes,"Crypto_Drv_PriParaCheck.RetVal[0]:0x33
AhsmGetTLVFromData.ucData:<<null>>
AhsmGetTLVFromData.pnType:<<null>>
AhsmGetTLVFromData.pnValueLen:<<null>>
AhsmGetTLVFromData.pnValueOffset:<<null>>
AhsmGetTLVFromData.return:0x33
",return:0x33
SUT_Crypto_0045,AhsmGetTLVFromData,SRB_Crypto_064,Fault_Injection_Test,Generation_Analysis_Of_Equivalence_Classes,"Crypto_Drv_PriParaCheck.RetVal[0]:0x33
AhsmGetTLVFromData.ucData:<<malloc 1>>
AhsmGetTLVFromData.pnType:<<null>>
AhsmGetTLVFromData.pnValueLen:<<malloc 1>>
AhsmGetTLVFromData.pnValueOffset:<<null>>
AhsmGetTLVFromData.return:0x33
",return:0x33
SUT_Crypto_0046,AhsmGetTLVFromData,SRB_Crypto_064,Fault_Injection_Test,Generation_Analysis_Of_Equivalence_Classes,"AhsmGetTLVFromData.ucData:<<malloc 1>>
AhsmGetTLVFromData.pnType:<<malloc 1>>
AhsmGetTLVFromData.pnValueLen:<<malloc 1>>
AhsmGetTLVFromData.pnValueOffset:<<malloc 1>>
AhsmGetTLVFromData.return:0x31
",return:0x31
SUT_Crypto_0047,AhsmGetTLVFromData,SRB_Crypto_064,Fault_Injection_Test,Generation_Analysis_Of_Equivalence_Classes,"Crypto_Drv_PriParaCheck.RetVal[0]:0x35
AhsmGetTLVFromData.ucData:<<malloc 1>>
AhsmGetTLVFromData.pnType:<<malloc 1>>
AhsmGetTLVFromData.pnValueLen:<<malloc 1>>
AhsmGetTLVFromData.pnValueOffset:<<malloc 1>>
AhsmGetTLVFromData.return:0x35
",return:0x35
SUT_Crypto_0048,AhsmGetTLVFromData,SRB_Crypto_064,Fault_Injection_Test,Generation_Analysis_Of_Equivalence_Classes,"Crypto_Drv_PriParaCheck.RetVal[0]:0x35
AhsmGetTLVFromData.ucData:<<malloc 1>>
AhsmGetTLVFromData.pnType:<<malloc 1>>
AhsmGetTLVFromData.pnValueLen:<<malloc 1>>
AhsmGetTLVFromData.pnValueOffset:<<malloc 1>>
AhsmGetTLVFromData.return:0x35
",return:0x35
SUT_Crypto_0049,AhsmGetTLVFromData,SRB_Crypto_064,Requirements_based_testing,Demand_Analysis,"AhsmGetTLVFromData.ucData:<<malloc 1>>
AhsmGetTLVFromData.pnType:<<malloc 1>>
AhsmGetTLVFromData.pnValueLen:<<malloc 1>>
AhsmGetTLVFromData.pnValueOffset:<<malloc 1>>
AhsmGetTLVFromData.return:0x0
",return:0x0
SUT_Crypto_0050,AhsmGetTLVFromData,SRB_Crypto_064,Requirements_based_testing,Demand_Analysis,"AhsmGetTLVFromData.ucData:<<malloc 1>>
AhsmGetTLVFromData.pnType:<<malloc 1>>
AhsmGetTLVFromData.pnValueLen:<<malloc 1>>
AhsmGetTLVFromData.pnValueOffset:<<malloc 1>>
AhsmGetTLVFromData.return:0x0
",return:0x0
SUT_Crypto_0077,AhsmSetRSAPriKeyIntoData,SRB_Crypto_074、SRB_Crypto_075,Fault_Injection_Test,Generation_Analysis_Of_Equivalence_Classes,"Crypto_Drv_PriParaCheck.RetVal[0]:0x33
AhsmSetRSAPriKeyIntoData.rsa:<<null>>
AhsmSetRSAPriKeyIntoData.ucData:<<null>>
AhsmSetRSAPriKeyIntoData.pnDataLen:<<null>>
AhsmSetRSAPriKeyIntoData.return:0x33
",return:0x33
SUT_Crypto_0078,AhsmSetRSAPriKeyIntoData,SRB_Crypto_074、SRB_Crypto_076、SRB_Crypto_077,Requirements_based_testing,Demand_Analysis,"AhsmSetRSAPriKeyIntoData.rsa:<<malloc 1>>
AhsmSetRSAPriKeyIntoData.ucData:<<malloc 1>>
AhsmSetRSAPriKeyIntoData.pnDataLen:<<malloc 1>>
AhsmSetRSAPriKeyIntoData.return:0x0
",return:0x0
SUT_Crypto_0079,AhsmSetRSAPriKeyIntoData,SRB_Crypto_074、SRB_Crypto_076、SRB_Crypto_077,Requirements_based_testing,Demand_Analysis,"AhsmSetTLVIntoData.return:0x33
AhsmSetRSAPriKeyIntoData.rsa:<<malloc 1>>
AhsmSetRSAPriKeyIntoData.ucData:<<malloc 1>>
AhsmSetRSAPriKeyIntoData.pnDataLen:<<malloc 1>>
AhsmSetRSAPriKeyIntoData.return:0x33
",return:0x33
SUT_Crypto_0086,AhsmSetRSAPriKeyIntoDataP1,SRB_Crypto_076,Fault_Injection_Test,Generation_Analysis_Of_Equivalence_Classes,"Crypto_Drv_PriParaCheck.RetVal[0]:0x33
AhsmSetRSAPriKeyIntoDataP1.rsa:<<null>>
AhsmSetRSAPriKeyIntoDataP1.ucData:<<null>>
AhsmSetRSAPriKeyIntoDataP1.pnDataLen:<<null>>
AhsmSetRSAPriKeyIntoDataP1.return:0x33
",return:0x33
SUT_Crypto_0070,AhsmSetRSAPubKeyIntoData,SRB_Crypto_066、SRB_Crypto_067,Fault_Injection_Test,Generation_Analysis_Of_Equivalence_Classes,"Crypto_Drv_PriParaCheck.RetVal[0]:0x33
AhsmSetRSAPubKeyIntoData.ucN:<<null>>
AhsmSetRSAPubKeyIntoData.nNLen:0
AhsmSetRSAPubKeyIntoData.ucE:<<null>>
AhsmSetRSAPubKeyIntoData.nELen:0
AhsmSetRSAPubKeyIntoData.ucData:<<null>>
AhsmSetRSAPubKeyIntoData.pnDataLen:<<null>>
AhsmSetRSAPubKeyIntoData.return:0x33
",return:0x33
SUT_Crypto_0071,AhsmSetRSAPubKeyIntoData,SRB_Crypto_066、SRB_Crypto_067,Fault_Injection_Test,Generation_Analysis_Of_Equivalence_Classes,"Crypto_Drv_PriParaCheck.RetVal[0]:0x31
AhsmSetRSAPubKeyIntoData.ucN:<<malloc 1>>
AhsmSetRSAPubKeyIntoData.nNLen:256
AhsmSetRSAPubKeyIntoData.ucE:<<malloc 1>>
AhsmSetRSAPubKeyIntoData.nELen:3
AhsmSetRSAPubKeyIntoData.ucData:<<malloc 1>>
AhsmSetRSAPubKeyIntoData.pnDataLen:<<malloc 1>>
AhsmSetRSAPubKeyIntoData.return:0x31
",return:0x31
SUT_Crypto_0072,AhsmSetRSAPubKeyIntoData,SRB_Crypto_066、SRB_Crypto_068、SRB_Crypto_069,Requirements_based_testing,Demand_Analysis,"AhsmSetTLVIntoData.return:0x0
AhsmSetRSAPubKeyIntoData.ucN:<<malloc 1>>
AhsmSetRSAPubKeyIntoData.nNLen:128
AhsmSetRSAPubKeyIntoData.ucE:<<malloc 1>>
AhsmSetRSAPubKeyIntoData.nELen:3
AhsmSetRSAPubKeyIntoData.ucData:<<malloc 1>>
AhsmSetRSAPubKeyIntoData.pnDataLen:<<malloc 1>>
AhsmSetRSAPubKeyIntoData.return:0x0
",return:0x0
SUT_Crypto_0073,AhsmSetRSAPubKeyIntoData,SRB_Crypto_066、SRB_Crypto_067,Fault_Injection_Test,Generation_Analysis_Of_Equivalence_Classes,"AhsmSetTLVIntoData.return:0x33
AhsmSetRSAPubKeyIntoData.ucN:<<malloc 1>>
AhsmSetRSAPubKeyIntoData.nNLen:128
AhsmSetRSAPubKeyIntoData.ucE:<<malloc 1>>
AhsmSetRSAPubKeyIntoData.nELen:3
AhsmSetRSAPubKeyIntoData.ucData:<<malloc 1>>
AhsmSetRSAPubKeyIntoData.pnDataLen:<<malloc 1>>
AhsmSetRSAPubKeyIntoData.return:0x33
",return:0x33
SUT_Crypto_0051,AhsmSetTLVIntoData,SRB_Crypto_068,Fault_Injection_Test,Generation_Analysis_Of_Equivalence_Classes,"Crypto_Drv_PriParaCheck.RetVal[0]:0x31
AhsmSetTLVIntoData.nType:0
AhsmSetTLVIntoData.nValueLen:0
AhsmSetTLVIntoData.ucValue:<<null>>
AhsmSetTLVIntoData.ucData:<<null>>
AhsmSetTLVIntoData.pnDataLen:<<null>>
AhsmSetTLVIntoData.return:0x31
",return:0x31
SUT_Crypto_0052,AhsmSetTLVIntoData,SRB_Crypto_068,Fault_Injection_Test,Generation_Analysis_Of_Equivalence_Classes,"Crypto_Drv_PriParaCheck.RetVal[0]:0x33
AhsmSetTLVIntoData.nType:0
AhsmSetTLVIntoData.nValueLen:10
AhsmSetTLVIntoData.ucValue:<<malloc 1>>
AhsmSetTLVIntoData.ucData:<<null>>
AhsmSetTLVIntoData.pnDataLen:<<null>>
AhsmSetTLVIntoData.return:0x33
",return:0x33
SUT_Crypto_0053,AhsmSetTLVIntoData,SRB_Crypto_068,Fault_Injection_Test,Generation_Analysis_Of_Equivalence_Classes,"Crypto_Drv_PriParaCheck.RetVal[0]:0x33
AhsmSetTLVIntoData.nType:0
AhsmSetTLVIntoData.nValueLen:10
AhsmSetTLVIntoData.ucValue:<<malloc 1>>
AhsmSetTLVIntoData.ucData:<<malloc 1>>
AhsmSetTLVIntoData.pnDataLen:<<null>>
AhsmSetTLVIntoData.return:0x33
",return:0x33
SUT_Crypto_0054,AhsmSetTLVIntoData,SRB_Crypto_068,Requirements_based_testing,Demand_Analysis,"AhsmSetTLVIntoData.nType:0
AhsmSetTLVIntoData.nValueLen:10
AhsmSetTLVIntoData.ucValue:<<malloc 1>>
AhsmSetTLVIntoData.ucData:<<malloc 1>>
AhsmSetTLVIntoData.pnDataLen:<<malloc 1>>
AhsmSetTLVIntoData.return:0x0
",return:0x0
SUT_Crypto_0055,AhsmSetTLVIntoData,SRB_Crypto_068,Requirements_based_testing,Demand_Analysis,"AhsmSetTLVIntoData.nType:2
AhsmSetTLVIntoData.nValueLen:10
AhsmSetTLVIntoData.ucValue:<<malloc 1>>
AhsmSetTLVIntoData.ucData:<<malloc 1>>
AhsmSetTLVIntoData.pnDataLen:<<malloc 1>>
AhsmSetTLVIntoData.return:0x0
",return:0x0
SUT_Crypto_0056,AhsmSetTLVIntoData,SRB_Crypto_068,Requirements_based_testing,Demand_Analysis,"AhsmSetTLVIntoData.nType:2
AhsmSetTLVIntoData.nValueLen:1
AhsmSetTLVIntoData.ucValue:<<malloc 1>>
AhsmSetTLVIntoData.ucValue[0]:0
AhsmSetTLVIntoData.ucData:<<malloc 1>>
AhsmSetTLVIntoData.pnDataLen:<<malloc 1>>
AhsmSetTLVIntoData.return:0x0
",return:0x0
SUT_Crypto_0057,AhsmSetTLVIntoData,SRB_Crypto_068,Requirements_based_testing,Demand_Analysis,"AhsmSetTLVIntoData.nType:3
AhsmSetTLVIntoData.nValueLen:1
AhsmSetTLVIntoData.ucValue:<<malloc 1>>
AhsmSetTLVIntoData.ucValue[0]:0
AhsmSetTLVIntoData.ucData:<<malloc 1>>
AhsmSetTLVIntoData.pnDataLen:<<malloc 1>>
AhsmSetTLVIntoData.return:0x0
AhsmMemCpy.ucDst:""1""
AhsmMemCpy.ucSrc:""1""
AhsmMemCpy.nCount:1
",return:0x0
SUT_Crypto_0058,AhsmSetTLVIntoData,SRB_Crypto_068,Requirements_based_testing,Demand_Analysis,"AhsmSetTLVIntoData.nType:2
AhsmSetTLVIntoData.nValueLen:1
AhsmSetTLVIntoData.ucValue:<<malloc 1>>
AhsmSetTLVIntoData.ucValue[0]:0
AhsmSetTLVIntoData.ucData:<<malloc 1>>
AhsmSetTLVIntoData.pnDataLen:<<malloc 1>>
AhsmSetTLVIntoData.return:0x0
AhsmMemCpy.ucDst:""1""
AhsmMemCpy.ucSrc:""1""
AhsmMemCpy.nCount:1
",return:0x0
SUT_Crypto_0059,AhsmSetTLVIntoData,SRB_Crypto_068,Requirements_based_testing,Demand_Analysis,"AhsmSetTLVIntoData.nType:2
AhsmSetTLVIntoData.nValueLen:1
AhsmSetTLVIntoData.ucValue:<<malloc 1>>
AhsmSetTLVIntoData.ucValue[0]:0
AhsmSetTLVIntoData.ucData:<<malloc 1>>
AhsmSetTLVIntoData.pnDataLen:<<malloc 1>>
AhsmSetTLVIntoData.return:0x31
AhsmMemCpy.ucDst:""1""
AhsmMemCpy.ucSrc:""1""
AhsmMemCpy.nCount:1
",return:0x31
SUT_Crypto_0106,AhsmAesCbcIndexAsync,SRB_Crypto_091、SRB_Crypto_092、SRB_Crypto_093、SRB_Crypto_094、SRB_Crypto_095,Fault_Injection_Test,Generation_Analysis_Of_Equivalence_Classes,"Crypto_Drv_PriParaCheck.RetVal[0]:0x37
AhsmAesCbcIndexAsync.pCtx:<<null>>
AhsmAesCbcIndexAsync.nEncFlag:2
AhsmAesCbcIndexAsync.nKeyIndex:0xFF
AhsmAesCbcIndexAsync.ucIv:<<null>>
AhsmAesCbcIndexAsync.nDataLen:0
AhsmAesCbcIndexAsync.ucData:<<null>>
AhsmAesCbcIndexAsync.pnOutLen:<<null>>
AhsmAesCbcIndexAsync.ucOutData:<<null>>
AhsmAesCbcIndexAsync.return:0x37
",return:0x37
SUT_Crypto_0107,AhsmAesCbcIndexAsync,SRB_Crypto_091、SRB_Crypto_096、SRB_Crypto_097、SRB_Crypto_098、SRB_Crypto_099,Requirements_based_testing,Demand_Analysis,"AhsmAesCbcIndexAsync.pCtx:<<malloc 1>>
AhsmAesCbcIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmAesCbcIndexAsync.nEncFlag:0
AhsmAesCbcIndexAsync.nKeyIndex:0x0
AhsmAesCbcIndexAsync.ucIv:<<malloc 1>>
AhsmAesCbcIndexAsync.nDataLen:32
AhsmAesCbcIndexAsync.ucData:<<malloc 1>>
AhsmAesCbcIndexAsync.pnOutLen:<<malloc 1>>
AhsmAesCbcIndexAsync.ucOutData:<<malloc 1>>
AhsmAesCbcIndexAsync.return:0x0
",return:0x0
SUT_Crypto_0108,AhsmAesCbcIndexAsync,SRB_Crypto_091、SRB_Crypto_096、SRB_Crypto_097、SRB_Crypto_098、SRB_Crypto_099,Requirements_based_testing,Demand_Analysis,"AhsmAesCbcIndexAsync.pCtx:<<malloc 1>>
AhsmAesCbcIndexAsync.pCtx[0].nFsmState:1
AhsmAesCbcIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmAesCbcIndexAsync.nEncFlag:0
AhsmAesCbcIndexAsync.nKeyIndex:0x0
AhsmAesCbcIndexAsync.ucIv:<<malloc 1>>
AhsmAesCbcIndexAsync.nDataLen:32
AhsmAesCbcIndexAsync.ucData:<<malloc 1>>
AhsmAesCbcIndexAsync.pnOutLen:<<malloc 1>>
AhsmAesCbcIndexAsync.ucOutData:<<malloc 1>>
AhsmAesCbcIndexAsync.return:0x0
AhsmGetQueueHsmStatus.pnStatus[0]:2
AhsmGetQueuePlainResData.return:0
AhsmMsgParse.return:0
",return:0x0
SUT_Crypto_0109,AhsmAesCbcIndexAsync,SRB_Crypto_091、SRB_Crypto_096、SRB_Crypto_097、SRB_Crypto_098、SRB_Crypto_099,Requirements_based_testing,Demand_Analysis,"AhsmAesCbcIndexAsync.pCtx:<<malloc 1>>
AhsmAesCbcIndexAsync.pCtx[0].nFsmState:1
AhsmAesCbcIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmAesCbcIndexAsync.nEncFlag:0
AhsmAesCbcIndexAsync.nKeyIndex:0x0
AhsmAesCbcIndexAsync.ucIv:<<malloc 1>>
AhsmAesCbcIndexAsync.nDataLen:32
AhsmAesCbcIndexAsync.ucData:<<malloc 1>>
AhsmAesCbcIndexAsync.pnOutLen:<<malloc 1>>
AhsmAesCbcIndexAsync.ucOutData:<<malloc 1>>
AhsmAesCbcIndexAsync.return:0x31
AhsmGetQueueHsmStatus.pnStatus[0]:2
AhsmGetQueuePlainResData.return:0x31
AhsmMsgParse.return:0x31
",return:0x31
SUT_Crypto_0110,AhsmAesCbcIndexAsync,SRB_Crypto_091、SRB_Crypto_096、SRB_Crypto_097、SRB_Crypto_098、SRB_Crypto_099,Requirements_based_testing,Demand_Analysis,"AhsmAesCbcIndexAsync.pCtx:<<malloc 1>>
AhsmAesCbcIndexAsync.pCtx[0].nFsmState:1
AhsmAesCbcIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmAesCbcIndexAsync.nEncFlag:0
AhsmAesCbcIndexAsync.nKeyIndex:0x0
AhsmAesCbcIndexAsync.ucIv:<<malloc 1>>
AhsmAesCbcIndexAsync.nDataLen:32
AhsmAesCbcIndexAsync.ucData:<<malloc 1>>
AhsmAesCbcIndexAsync.pnOutLen:<<malloc 1>>
AhsmAesCbcIndexAsync.ucOutData:<<malloc 1>>
AhsmAesCbcIndexAsync.return:0x11
",return:0x11
SUT_Crypto_0111,AhsmAesCbcIndexAsync,SRB_Crypto_091、SRB_Crypto_096、SRB_Crypto_097、SRB_Crypto_098、SRB_Crypto_099,Requirements_based_testing,Demand_Analysis,"AhsmAesCbcIndexAsync.pCtx:<<malloc 1>>
AhsmAesCbcIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmAesCbcIndexAsync.nEncFlag:0
AhsmAesCbcIndexAsync.nKeyIndex:0x0
AhsmAesCbcIndexAsync.ucIv:<<malloc 1>>
AhsmAesCbcIndexAsync.nDataLen:512
AhsmAesCbcIndexAsync.ucData:<<malloc 1>>
AhsmAesCbcIndexAsync.pnOutLen:<<malloc 1>>
AhsmAesCbcIndexAsync.ucOutData:<<malloc 1>>
AhsmAesCbcIndexAsync.return:0x0
",return:0x0
SUT_Crypto_0112,AhsmAesCbcIndexAsync,SRB_Crypto_091、SRB_Crypto_096、SRB_Crypto_097、SRB_Crypto_098、SRB_Crypto_099,Requirements_based_testing,Demand_Analysis,"AhsmAesCbcIndexAsync.pCtx:<<malloc 1>>
AhsmAesCbcIndexAsync.pCtx[0].nFsmState:2
AhsmAesCbcIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmAesCbcIndexAsync.nEncFlag:0
AhsmAesCbcIndexAsync.nKeyIndex:0x0
AhsmAesCbcIndexAsync.ucIv:<<malloc 1>>
AhsmAesCbcIndexAsync.nDataLen:32
AhsmAesCbcIndexAsync.ucData:<<malloc 1>>
AhsmAesCbcIndexAsync.pnOutLen:<<malloc 1>>
AhsmAesCbcIndexAsync.ucOutData:<<malloc 1>>
AhsmAesCbcIndexAsync.return:0x93
AhsmGetQueueHsmStatus.pnStatus[0]:2
AhsmGetQueuePlainResData.return:0x0
AhsmMsgParse.return:0x0
",return:0x93
SUT_Crypto_0113,AhsmAesCbcIndexAsync,SRB_Crypto_091、SRB_Crypto_096、SRB_Crypto_097、SRB_Crypto_098、SRB_Crypto_099,Requirements_based_testing,Demand_Analysis,"AhsmAesCbcIndexAsync.pCtx:<<malloc 1>>
AhsmAesCbcIndexAsync.pCtx[0].nFsmState:1
AhsmAesCbcIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmAesCbcIndexAsync.nEncFlag:0
AhsmAesCbcIndexAsync.nKeyIndex:0x0
AhsmAesCbcIndexAsync.ucIv:<<malloc 1>>
AhsmAesCbcIndexAsync.nDataLen:512
AhsmAesCbcIndexAsync.ucData:<<malloc 1>>
AhsmAesCbcIndexAsync.pnOutLen:<<malloc 1>>
AhsmAesCbcIndexAsync.ucOutData:<<malloc 1>>
AhsmAesCbcIndexAsync.return:0x0
AhsmGetQueueHsmStatus.pnStatus[0]:2
AhsmGetQueuePlainResData.return:0x0
AhsmMsgParse.return:0x0
",return:0x0
SUT_Crypto_0114,AhsmAesCbcIndexAsync,SRB_Crypto_091、SRB_Crypto_096、SRB_Crypto_097、SRB_Crypto_098、SRB_Crypto_099,Requirements_based_testing,Demand_Analysis,"AhsmAesCbcIndexAsync.pCtx:<<malloc 1>>
AhsmAesCbcIndexAsync.pCtx[0].nFsmState:1
AhsmAesCbcIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmAesCbcIndexAsync.nEncFlag:0
AhsmAesCbcIndexAsync.nKeyIndex:0x0
AhsmAesCbcIndexAsync.ucIv:<<malloc 1>>
AhsmAesCbcIndexAsync.nDataLen:32
AhsmAesCbcIndexAsync.ucData:<<malloc 1>>
AhsmAesCbcIndexAsync.pnOutLen:<<malloc 1>>
AhsmAesCbcIndexAsync.ucOutData:<<malloc 1>>
AhsmAesCbcIndexAsync.return:0x0
",return:0x0
